r	g	b	lstr
255	255	0	150376823_Sinorhizobium_pSMED01_two_component
255	255	0	150376934_Sinorhizobium_pSMED01_hexapaptide_repeat-containing_transferase
255	255	0	150376937_Sinorhizobium_pSMED01_hypothetical_protein
255	255	0	150376981_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150376999_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150377060_Sinorhizobium_pSMED01_hypothetical_protein
255	255	0	150377103_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150377129_Sinorhizobium_pSMED01_ABC_transporter_related
255	255	0	150377180_Sinorhizobium_pSMED02_oligopeptide/dipeptide_ABC_transporter
255	255	0	150377220_Sinorhizobium_pSMED02_glycine_betaine/L-proline_ABC_transporter
255	255	0	150377453_Sinorhizobium_pSMED02_ABC_transporter_related
255	255	0	150377471_Sinorhizobium_pSMED02_two_component_transcriptional_regulator
255	255	0	150377558_Sinorhizobium_pSMED02_ABC_transporter_related
255	255	0	150377673_Sinorhizobium_pSMED02_ABC_transporter_related
255	255	0	150377686_Sinorhizobium_pSMED02_D-isomer_specific_2-hydroxyacid_dehydrogenas
255	255	0	150377692_Sinorhizobium_pSMED02_major_facilitator_transporter
255	255	0	150377717_Sinorhizobium_pSMED02_hypothetical_protein
255	255	0	150377728_Sinorhizobium_pSMED02_oligopeptide/dipeptide_ABC_transporter
255	255	0	150377729_Sinorhizobium_pSMED02_oligopeptide/dipeptide_ABC_transporter
255	255	0	150377909_Sinorhizobium_pSMED02_streptomycin_3''-adenylyltransferase
255	255	0	150377913_Sinorhizobium_pSMED02_polar_amino_acid_ABC_transporter
255	255	0	150378015_Sinorhizobium_pSMED02_formyltetrahydrofolate_deformylase
255	255	0	150378135_Sinorhizobium_pSMED02_hypothetical_protein
255	255	0	150378142_Sinorhizobium_pSMED02_nodulation_factor_exporter_subunit_NodI
255	255	0	150378255_Sinorhizobium_pSMED02_two_component_transcriptional_regulator
255	255	0	150378257_Sinorhizobium_pSMED02_histidine_kinase
255	255	0	150378348_Sinorhizobium_pSMED03_ABC_transporter_related
255	0	0	170650773_Escherichia_pSMS35_130_aminoglycoside_resistance_protein_A
255	0	0	170650787_Escherichia_pSMS35_130_chloramphenicol_acetyltransferase_2
255	0	0	170650807_Escherichia_pSMS35_130_tetracycline_resistance_protein
255	0	0	170650808_Escherichia_pSMS35_130_aminoglycoside_resistance_protein_B
255	0	0	170650838_Escherichia_pSMS35_130_beta-lactamase_TEM
255	0	0	170650842_Escherichia_pSMS35_130_dihydrofolate_reductase_type_5
255	0	0	170650875_Escherichia_pSMS35_130_aminoglycoside_3'-phosphotransferase
255	0	0	170650900_Escherichia_pSMS35_130_aminoglycoside_resistance_protein
255	0	0	170650912_Escherichia_pSMS35_130_dihydropteroate_synthase_type-2
255	0	0	134047106_Salmonella_pSN254_quaternary_ammonium_compound-resistance_protei
255	0	0	134047112_Salmonella_pSN254_tetracycline_repressor_protein_TetA
255	0	0	134047125_Salmonella_pSN254_streptomycin_resistance_protein_StrA
255	0	0	134047161_Salmonella_pSN254_aminoglycoside_resistance_protein
255	0	0	134047163_Salmonella_pSN254_florfenicol/chloramphenicol_resistance_protei
255	0	0	134047177_Salmonella_pSN254_dihydropteroate_synthase_2
255	0	0	134047220_Salmonella_pSN254_quaternary_ammonium_compound-resistance_protei
255	0	0	134047221_Salmonella_pSN254_streptomycin_resistance_protein_StrB
255	0	0	134047234_Salmonella_pSN254_dihydropteroate_synthase
255	0	0	134047260_Salmonella_pSN254_quaternary_ammonium_compound-resistance_protei
255	255	0	15004733_Clostridium_pSOL1_permease_MDR-related
255	255	0	15004753_Clostridium_pSOL1_permease
255	255	0	15004777_Clostridium_pSOL1_ABC_ATPase_containing_transporter
200	200	200	70724728_Staphylococcus_pSP187_multidrug_resistance_efflux_protein_Smr
255	0	0	145294027_Shigella_pSS046_spA_TetA
255	0	0	145294028_Shigella_pSS046_spA_SulII
255	0	0	145294029_Shigella_pSS046_spA_StrA
255	0	0	145294030_Shigella_pSS046_spA_StrB
255	0	0	73663780_Staphylococcus_pSSP1_putative_plasmid_replication-associated_protein
200	200	200	60677338_Staphylococcus_pSTE2_tetracycline_efflux_protein
200	200	200	60677343_Staphylococcus_pSTE2_rRNA_methylase
200	200	200	32455643_Streptomyces_pSV2_putative_plasmid_partitioning_protein
255	0	0	70724723_Staphylococcus_pSW174_multidrug_resistance_efflux_protein_Smr
255	0	0	228404348_Chlamydia_pSW2_putative_plasmid_partitioning_protein
255	0	0	228404357_Chlamydia_pSW3_putative_plasmid_partitioning_protein
255	0	0	70724726_Staphylococcus_pSW49_multidrug_resistance_efflux_protein_Smr
255	0	0	228292907_Chlamydia_pSW4_putative_plasmid_partitioning_protein
255	0	0	228298562_Chlamydia_pSW5_putative_plasmid_partitioning_protein
0	0	255	148550566_Sphingomonas_pSWIT01_peptide_chain_release_factor_3
0	0	255	148550687_Sphingomonas_pSWIT01_histidine_kinase
0	0	255	148550789_Sphingomonas_pSWIT01_multi-sensor_hybrid_histidine_kinase
0	0	255	93004797_Psychrobacter_Psychroba1_cobyrinic_acid_a
255	255	0	16262495_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16262507_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16262710_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16262720_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16262758_Sinorhizobium_pSymA_nitrate_transport_ATP_binding_protein
255	255	0	16262925_Sinorhizobium_pSymA_nodulation_factor_exporter_subunit_NodI
255	255	0	16262933_Sinorhizobium_pSymA_NolG_efflux_transporter
255	255	0	16262969_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16263025_Sinorhizobium_pSymA_hypothetical_protein
255	255	0	16263059_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263068_Sinorhizobium_pSymA_hypothetical_protein
255	255	0	16263098_Sinorhizobium_pSymA_NosF_ATPase
255	255	0	16263187_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16263204_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263325_Sinorhizobium_pSymA_Potassium_efflux_protein
255	255	0	16263349_Sinorhizobium_pSymA_NreB_protein
255	255	0	16263412_Sinorhizobium_pSymA_ABC_transporter
255	255	0	16263451_Sinorhizobium_pSymA_hypothetical_protein
255	255	0	16263479_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263501_Sinorhizobium_pSymA_MrcB_penicillin_binding_protein_B
255	255	0	16263521_Sinorhizobium_pSymA_putative_Beta_lactamase
255	255	0	16263582_Sinorhizobium_pSymA_sulfate/thiosulfate_binding_protein
255	255	0	16263588_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263589_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263638_Sinorhizobium_pSymA_ABC_transporter_ATP-binding_protein
255	255	0	16263699_Sinorhizobium_pSymA_hypothetical_protein
255	255	0	16263704_Sinorhizobium_pSymA_transcriptional_regulator
255	255	0	16263714_Sinorhizobium_pSymA_RhbD_rhizobactin_siderophore_biosynthesi
255	255	0	193782718_Sinorhizobium_pSymA_dehydrogenase
255	255	0	16263819_Sinorhizobium_pSymB_putative_efflux_protein
255	255	0	16264010_Sinorhizobium_pSymB_putative_transporter_protein
255	255	0	16264090_Sinorhizobium_pSymB_putative_sensory_histidine_kinase_protein
255	255	0	16264092_Sinorhizobium_pSymB_putative_regulatory_protein
255	255	0	16264124_Sinorhizobium_pSymB_hypothetical_protein
255	255	0	16264161_Sinorhizobium_pSymB_putative_amino_acid_ABC_transporter_ATP-bindin
255	255	0	16264313_Sinorhizobium_pSymB_putative_acetyltransferase
255	255	0	16264433_Sinorhizobium_pSymB_putative_sugar_uptake_ABC_transporte
255	255	0	16264457_Sinorhizobium_pSymB_putative_sulfate_uptake_ABC_transporte
255	255	0	16264591_Sinorhizobium_pSymB_phosphate_uptake_ABC_transporter_ATP-bindin
255	255	0	16264612_Sinorhizobium_pSymB_oligopeptide_ABC_transporter_ATP-bindin
255	255	0	16264613_Sinorhizobium_pSymB_putative_two-component_response_regulato
255	255	0	16264730_Sinorhizobium_pSymB_putative_iron_ABC_transporter_ATP-bindin
255	255	0	16264793_Sinorhizobium_pSymB_putative_sugar_uptake_ABC_transporte
255	255	0	16264812_Sinorhizobium_pSymB_MsbA-like_saccharide_exporting_ABC_transporte
255	255	0	16264924_Sinorhizobium_pSymB_hypothetical_protein
255	255	0	16265034_Sinorhizobium_pSymB_putative_sugar_uptake_ABC_transporte
255	255	0	16265157_Sinorhizobium_pSymB_regulatory_protein
255	255	0	16265205_Sinorhizobium_pSymB_putative_acetyltransferase_protein
255	255	0	16265224_Sinorhizobium_pSymB_putative_branched-chain_amino_acid_uptake_AB
255	255	0	16265225_Sinorhizobium_pSymB_putative_branched-chain_amino_acid_uptake_AB
255	255	0	16265270_Sinorhizobium_pSymB_putative_two-component_response_regulato
255	255	0	16265273_Sinorhizobium_pSymB_C4-dicarboxylate_transport_transcriptiona
255	255	0	16265311_Sinorhizobium_pSymB_putative_ABC_transporter_ATP-binding_protein
0	0	255	38505594_Synechocystis_pSYSM_two-component_response_regulator
0	0	255	38505595_Synechocystis_pSYSM_two-component_hybrid_sensor_and_regulator
0	0	255	38505826_Synechocystis_pSYSX_two-component_hybrid_sensor_and_regulator
0	0	255	38505865_Synechocystis_pSYSX_two-component_response_regulator
0	0	255	38505866_Synechocystis_pSYSX_two-component_sensor_histidine_kinase
0	0	255	38505868_Synechocystis_pSYSX_hypothetical_protein
255	0	0	57659841_Staphylococcus_pT181STA_tetracycline_resistance_protein
0	0	255	115345649_Roseobacter_pTB2_ABC_transporter
0	0	255	115345655_Roseobacter_pTB2_dTDP-glucose_4
0	0	255	115345679_Roseobacter_pTB2_UDP-glucuronate_5'-epimerase
0	0	255	119633061_Vibrio_pTC68_chloramphenicol_resistant_protein
200	200	200	187729718_Acidithiobacillus_pTcM1_ABC-type_nitrate/sulfonate/bicarbonat
255	0	0	20069865_Lactobacillus_pTE44_rRNA_methylase
0	0	255	29377812_Enterococcus_pTEF1_multidrug_resistance_protein
0	0	255	29377856_Enterococcus_pTEF1_6'-aminoglycoside_N-acetyltransferase
0	0	255	29377956_Enterococcus_pTEF2_ParA_family_protein
34	139	34	17158078_Corynebacterium_pTET3_dihydropteroate_synthase
34	139	34	17158103_Corynebacterium_pTET3_aminoglycoside_resistance_protein
34	139	34	17158104_Corynebacterium_pTET3_QacEdelta1_protein
34	139	34	23928457_Corynebacterium_pTET3_TetA_protein
34	139	34	121999299_Campylobacter_pTet_tetO
34	139	34	51209514_Campylobacter_pTet_tetO
34	139	34	68164428_Campylobacter_pTet_hypothetical_protein
255	0	0	189348832_Burkholderia_pTGL1_two-component_system_heavy_metal_senso
255	0	0	189348834_Burkholderia_pTGL1_HME_family_heavy-metal_exporter
255	0	0	189348848_Burkholderia_pTGL1_two-component_system_heavy_metal_senso
255	0	0	189348849_Burkholderia_pTGL1_OmpR_family_two-component_system_respons
255	0	0	189348862_Burkholderia_pTGL1_copper_efflux_system_membrane_protein
255	0	0	189348881_Burkholderia_pTGL1_partitioning_protein
0	0	255	217980160_Thauera_pTha01_heavy_metal_efflux_pump
0	0	255	217980166_Thauera_pTha01_heavy_metal_response_regulator
255	0	0	10954825_Agrobacterium_pTi-SAKURA_hypothetical_protein
255	0	0	222080198_Agrobacterium_pTiS4_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222080296_Agrobacterium_pTiS4_ABC_transporter_nucleotide_binding/ATPas
255	0	0	211909959_Escherichia_pTN38148_quaternary_ammonium_compound-resistance_protei
255	0	0	32479374_Corynebacterium_pTP10_TetB
255	0	0	32479378_Corynebacterium_pTP10_undecaprenyl_pyrophosphate_phosphatase
255	0	0	32479399_Corynebacterium_pTP10_StrA
255	0	0	32479401_Corynebacterium_pTP10_AphA1-IAB
255	0	0	32479403_Corynebacterium_pTP10_hypothetical_protein
255	0	0	15983529_Actinobacillus_pTYM1_dihydropteroate_synthase
255	0	0	15983530_Actinobacillus_pTYM1_amino-glycoside-3'-phosphotransferase
255	0	0	170780423_Staphylococcus_pTZ2162_putative_ABC_transporter_ATP_binding_protein
255	0	0	170780435_Staphylococcus_pTZ2162_truncated_beta-lactamase_BlaZ
255	0	0	170780437_Staphylococcus_pTZ2162_fosfomycin_resistance_protein_FosB
255	0	0	170780441_Staphylococcus_pTZ2162_antiseptic_efflux_protein_QacB
255	0	0	170780444_Staphylococcus_pTZ2162_bifunctional_aminoglycoside_modifying_enzym
255	0	0	170780447_Staphylococcus_pTZ2162_truncated_b-lactamase_BlaZ
255	0	0	162145844_Staphylococcus_pTZ4_chloramphenicol_acetyltransferase
255	0	0	58383267_Salmonella_pU302L_aminoglycoside_3'-phosphotransferase_type_I
255	0	0	58383269_Salmonella_pU302L_streptomycin_resistance_protein_B
255	0	0	58383270_Salmonella_pU302L_streptomycin_resistance_protein_A
255	0	0	58383271_Salmonella_pU302L_dihydropteroate_synthetase_type_II
255	0	0	58383274_Salmonella_pU302L_beta-lactamase_TEM1
255	0	0	58383301_Salmonella_pU302L_aminoglycoside-3)-N-acetyltransferase_type_II
255	0	0	58383302_Salmonella_pU302L_hypothetical_protein
255	0	0	58383307_Salmonella_pU302L_beta-lactamase_TEM1
255	0	0	58383324_Salmonella_pU302L_tetracycline_resistance_protein_A
255	0	0	58383216_Salmonella_pU302S_aminoglycoside_3'-phosphotransferase_type_1
255	0	0	37595775_Staphylococcus_pUB101_BlaZ
255	0	0	170783420_Salmonella_pUO-SbR3_TetAA)
255	0	0	170783425_Salmonella_pUO-SbR5_dihidrofolate_reductase
255	0	0	170783426_Salmonella_pUO-SbR5_aminoglycoside_resistance_protein
255	0	0	170783427_Salmonella_pUO-SbR5_quaternary_ammonium_compound-resistance_protein
255	0	0	170783428_Salmonella_pUO-SbR5_dihydropteroate_synthase
255	0	0	170783432_Salmonella_pUO-SbR5_TetAB)
255	0	0	87159845_Staphylococcus_pUSA02_tetracycline_resistance_protein
255	0	0	87159879_Staphylococcus_pUSA03_rRNA_adenine_N-6-methyltransferas
255	0	0	161510933_Staphylococcus_pUSA300HOUMR_beta-lactamase
255	0	0	161510939_Staphylococcus_pUSA300HOUMR_3'
255	0	0	161510940_Staphylococcus_pUSA300HOUMR_strepthothricin_acetyltransferase
255	0	0	161510943_Staphylococcus_pUSA300HOUMR_bacitracin_ABC_ATP_binding_cassette_transporter
255	0	0	161510945_Staphylococcus_pUSA300HOUMR_macrolide_transporter
255	0	0	161510946_Staphylococcus_pUSA300HOUMR_macrolide_2'-phosphotransferase
255	0	0	161508262_Staphylococcus_pUSA300HOUMS_ABC_transporter_ATP-binding_protein
255	0	0	91206260_Escherichia_pUTI89_ABC_transporter
255	0	0	197313616_Rhodococcus_pVAPA1037_two_component_system_response_regulator
34	139	34	121633832_Enterococcus_pVEF1_delta_protein
34	139	34	121633835_Enterococcus_pVEF1_truncated_streptomycin_resistance_protein
34	139	34	121633836_Enterococcus_pVEF1_teicoplanin_resistance_protein
34	139	34	121633837_Enterococcus_pVEF1_VanY_protein
34	139	34	121633838_Enterococcus_pVEF1_VanX_protein
34	139	34	121633839_Enterococcus_pVEF1_VanA_protein
34	139	34	121633840_Enterococcus_pVEF1_VanH_protein
34	139	34	121633841_Enterococcus_pVEF1_VanS_protein
34	139	34	121633842_Enterococcus_pVEF1_VanR_protein
34	139	34	121633845_Enterococcus_pVEF1_truncated_streptomycin_resistance_protein
34	139	34	124112000_Enterococcus_pVEF2_putative_delta_protein
34	139	34	124112003_Enterococcus_pVEF2_teicoplanin_resistance_protein
34	139	34	124112004_Enterococcus_pVEF2_VanY_protein
34	139	34	124112005_Enterococcus_pVEF2_VanX_protein
34	139	34	124112006_Enterococcus_pVEF2_VanA_protein
34	139	34	124112007_Enterococcus_pVEF2_VanH_protein
34	139	34	124112008_Enterococcus_pVEF2_VanS_protein
34	139	34	124112009_Enterococcus_pVEF2_VanR_protein
34	139	34	190606505_Enterococcus_pVEF3_putative_delta_protein
34	139	34	190606508_Enterococcus_pVEF3_teicoplanin_resistance_protein
34	139	34	190606509_Enterococcus_pVEF3_VanY_protein
34	139	34	190606510_Enterococcus_pVEF3_VanX_protein
34	139	34	190606511_Enterococcus_pVEF3_VanA_protein
34	139	34	190606512_Enterococcus_pVEF3_VanH_protein
34	139	34	190606513_Enterococcus_pVEF3_VanS_protein
34	139	34	190606514_Enterococcus_pVEF3_VanR_protein
34	139	34	190606550_Enterococcus_pVEF3_putative_ATPase
255	0	0	215401544_Staphylococcus_pVGA_VgaA
255	0	0	118480567_Escherichia_pVI678_dihydropteroate_synthase
255	0	0	118480568_Escherichia_pVI678_aminoglycoside-3''-phosphotransferase
255	0	0	118480569_Escherichia_pVI678_aminoglycoside-6''-phosphotransferase
255	0	0	169546433_Escherichia_pVM01_EtsB
200	200	200	10954428_Aggregatibacter_pVT745_partition_protein
255	0	0	71558999_Staphylococcus_pWBG738_ErmC
255	0	0	216700341_Salmonella_pWES-1_extended-spectrum_beta-lactamase_CTX-M-53
255	0	0	216700344_Salmonella_pWES-1_partitioning_protein
34	139	34	18150960_Pseudomonas_pWW0_putative_drug_resistance_protein
34	139	34	18150961_Pseudomonas_pWW0_putative_multidrug_exporter
255	0	0	21264226_Xanthomonas_pXAC33_partition_protein_A
34	139	34	154243708_Xanthobacter_pXAUT01_hypothetical_protein
34	139	34	154243720_Xanthobacter_pXAUT01_ABC_transporter_related
34	139	34	154243723_Xanthobacter_pXAUT01_major_facilitator_transporter
34	139	34	154243784_Xanthobacter_pXAUT01_ABC_transporter_related
34	139	34	154243805_Xanthobacter_pXAUT01_major_facilitator_transporter
34	139	34	154243824_Xanthobacter_pXAUT01_two_component_transcriptional_regulator
34	139	34	154243895_Xanthobacter_pXAUT01_ABC_transporter_related
34	139	34	154243899_Xanthobacter_pXAUT01_hypothetical_protein
34	139	34	154243923_Xanthobacter_pXAUT01_ABC_transporter_related
200	200	200	38639523_Xanthomonas_pXcB_ParA2
255	0	0	182682765_Xylella_pXFAS01_cobyrinic_acid_ac-diamide_synthase
200	200	200	190570474_Avibacterium_pYMH5_aminoglycoside_phosphotransferase
200	200	200	190570476_Avibacterium_pYMH5_aminoglycoside_3')_phosphotransferase_AP
200	200	200	190570477_Avibacterium_pYMH5_dihydropteroate_synthase
34	139	34	51593978_Yersinia_pYptb32953_plasmid_partitioning_protein
255	0	0	134044506_Yersinia_pYR1_dihydrofolate_reductase
255	0	0	134044518_Yersinia_pYR1_transposase_TnpA_for_transposon_Tn5393
255	0	0	134044520_Yersinia_pYR1_streptomycin_resistance_protein_B
255	0	0	134044552_Yersinia_pYR1_dihydropteroate_synthase
255	0	0	134044570_Yersinia_pYR1_tetracycline_resistance_protein_A
255	0	0	134044635_Yersinia_pYR1_streptomycin_resistance_protein_A
255	0	0	190571848_Lactobacillus_pYSI8_lincosamide_nucleotidyltransferase
255	0	0	10957271_Salmonella_R27_tetracycline_antiporter_protein
255	0	0	38347932_Serratia_R478_chloramphenicol_acetyltransferase
255	0	0	38347934_Serratia_R478_aminoglycoside_3'-phosphotransferase
255	0	0	38347964_Serratia_R478_DNA-binding_transcriptional_activator_CusR
255	0	0	38347968_Serratia_R478_putative_cation_efflux_system_protein_silve
255	0	0	38347978_Serratia_R478_two-component-system_response_regulator_involve
255	0	0	38348042_Serratia_R478_tetracycline_resistance_protein
255	0	0	32470139_Salmonella_R64_hypothetical_protein
255	0	0	32470144_Salmonella_R64_hypothetical_protein
255	0	0	32470151_Salmonella_R64_hypothetical_protein
255	0	0	32470152_Salmonella_R64_hypothetical_protein
255	0	0	10955457_Escherichia_R721_dihydrofolate_reductase_type_I
255	0	0	10955458_Escherichia_R721_streptothricin_acetyltransferase
255	0	0	10955459_Escherichia_R721_aminoglycoside_resistance_protein
200	200	200	10955231_Enterobacter_R751_QacE
255	0	0	187729587_Providencia_R7K_beta-lactamase
255	0	0	187729617_Providencia_R7K_streptomycin_resistance_protein_B
255	0	0	187729618_Providencia_R7K_transposase
255	0	0	187729619_Providencia_R7K_aminoglycoside_resistance_protein
34	139	34	72384292_Ralstonia_Ralsto1_ABC_transporter_related
34	139	34	66968558_Pseudomonas_Rms149_ParA_partitioning_protein
34	139	34	66968561_Pseudomonas_Rms149_dihydropteroate_synthase
34	139	34	66968562_Pseudomonas_Rms149_QacEdelta1_multidrug_exporter
34	139	34	66968563_Pseudomonas_Rms149_aminoglycoside_resistance_protein
34	139	34	66968564_Pseudomonas_Rms149_aminoglycoside_acetyltransferase
34	139	34	66968595_Pseudomonas_Rms149_class-A_beta-lactamase
0	0	255	124262616_Methylibium_RPME01_putative_sensor/response_hybrid
0	0	255	124262761_Methylibium_RPME01_dihydrofolate_reductase
0	0	255	124262962_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124262968_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124262969_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124262996_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124263002_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124263003_Methylibium_RPME01_ABC_type_ATPase
0	0	255	124263097_Methylibium_RPME01_ABC_transporter_ATP-binding_protein
0	0	255	124263101_Methylibium_RPME01_putative_high-affinity_branched-chain_amino_aci
200	200	200	21233833_Proteus_Rts1_type_I_aminoglycoside-3'-phosphotransferase
255	255	0	21233968_Streptomyces_SCP2_putative_partitioning_protein_para
0	0	255	117676094_Shewanella_Shewa1_hypothetical_protein
0	0	255	117676235_Shewanella_Shewa1_DNA-binding_transcriptional_activator_CusR
0	0	255	117676239_Shewanella_Shewa1_CzcA_family_heavy_metal_efflux_protein
0	0	255	117676321_Shewanella_Shewa1_CzcA_family_heavy_metal_efflux_protein
255	0	0	225575961_Borrelia_SV1_cp32-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	225622168_Borrelia_SV1_cp32-4_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	225621843_Borrelia_SV1_lp28-2_stage_0_sporulation_protein_J
255	0	0	225621932_Borrelia_SV1_lp32-12_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	225621758_Borrelia_SV1_lp54_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	21492688_Rhizobium_symbiotic_plasmid_p42d_methyltransferase_nodulation_protein
255	0	0	21492940_Rhizobium_symbiotic_plasmid_p42d_putative_two-component_sensor_histidin
255	0	0	89255384_Rhizobium_symbiotic_plasmid_p42d_nodulation_factor_exporter_subunit_NodI
0	0	255	81230347_Synechococcus_Syne1_sulfonate_ABC_transporter
0	0	255	81230365_Synechococcus_Syne1_two-component_sensor_histidine_kinase
0	0	255	81230366_Synechococcus_Syne1_response_regulator_receiver_domain-containin
255	255	0	119952296_Arthrobacter_TC1_putative_ABC_transporter
255	255	0	119952304_Arthrobacter_TC1_metallo-beta-lactamase_superfamily_protein
255	255	0	119952689_Arthrobacter_TC2_putative_nickel_resistance_protein_nreB)
255	255	0	119952773_Arthrobacter_TC2_metallo-beta-lactamase_superfamily_protein
255	0	0	190014660_Agrobacterium_Ti_plasmid_pTiBo542_LecD
255	0	0	190014693_Agrobacterium_Ti_plasmid_pTiBo542_AgaD
255	0	0	190014707_Agrobacterium_Ti_plasmid_pTiBo542_MoaD
255	0	0	190014723_Agrobacterium_Ti_plasmid_pTiBo542_RepA
255	0	0	10955056_Agrobacterium_Ti_hypothetical_protein
255	0	0	10955083_Agrobacterium_Ti_hypothetical_protein
255	0	0	10955092_Agrobacterium_Ti_hypothetical_protein
255	0	0	159161971_Agrobacterium_Ti_ABC_transporter
255	0	0	16119872_Agrobacterium_Ti_ABC_transporter
255	0	0	41223320_Agrobacterium_Ti_ABC_transporter
255	0	0	197103234_Phenylobacterium_unnamed_pheny_potassium_efflux_system_protein
255	0	0	197103294_Phenylobacterium_unnamed_pheny_ABC_transport_system
255	0	0	197103297_Phenylobacterium_unnamed_pheny_D-lactate_dehydrogenase
255	0	0	197103361_Phenylobacterium_unnamed_pheny_heavy_metal_efflux_pump_CzcA
255	0	0	197103379_Phenylobacterium_unnamed_pheny_metal_ion_efflux_membrane_fusion_protein_family
255	0	0	197103380_Phenylobacterium_unnamed_pheny_heavy_metal_efflux_pump_CzcA
255	0	0	197103396_Phenylobacterium_unnamed_pheny_heavy_metal_efflux_pump_CzcA
200	200	200	83582758_Rhodospirillum_unnamed_rhodo_ABC_transporter_related
200	200	200	83582769_Rhodospirillum_unnamed_rhodo_Type_I_secretion_system_ATPase
200	200	200	83582780_Rhodospirillum_unnamed_rhodo_hypothetical_protein
0	0	255	99077969_Ruegeria_unnamed_ruege_Type_I_secretion_system_ATPase
0	0	255	99077981_Ruegeria_unnamed_ruege_hypothetical_protein
0	0	255	99077994_Ruegeria_unnamed_ruege_hypothetical_protein
255	0	0	14141849_Staphylococcus_VRSAp_N-acetyltransferase
255	0	0	14141855_Staphylococcus_VRSAp_QacA_protein
255	0	0	224586505_Borrelia_VS116_cp32-2-7_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224586446_Borrelia_VS116_cp32-5_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224586539_Borrelia_VS116_cp9_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224984069_Borrelia_VS116_lp25_multidrug-efflux_transporter
255	0	0	224984673_Borrelia_VS116_lp28-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224984743_Borrelia_VS116_lp28-3_ABC_transporter
255	0	0	224591452_Borrelia_WI91-23_cp26_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224590761_Borrelia_WI91-23_cp32-11_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224591528_Borrelia_WI91-23_cp32-5_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224983820_Borrelia_WI91-23_cp32-7_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224796687_Borrelia_WI91-23_lp25_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224796576_Borrelia_WI91-23_lp28-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224984837_Borrelia_WI91-23_lp28-4_multidrug-efflux_transporter
255	0	0	224796950_Borrelia_WI91-23_lp28-6_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	224984103_Borrelia_WI91-23_lp38_ABC_transporter
255	0	0	224797003_Borrelia_WI91-23_lp56_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	218203989_Borrelia_ZS7_cp26_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	218202784_Borrelia_ZS7_cp32-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	218875462_Borrelia_ZS7_lp28-3_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
255	0	0	218906781_Borrelia_ZS7_lp28-4_CobQ/CobB/MinD/ParA_nucleotide_binding_domai
200	200	200	27356657_Zymomonas_Zymo1_hypothetical_protein
200	200	200	27356658_Zymomonas_Zymo1_hypothetical_protein
200	200	200	27356659_Zymomonas_Zymo1_hypothetical_protein
